_id,tweet_ids,entity
ObjectID(54446950474d79458e26f56c),"[ { ""$oid"" : ""54446950474d79458e26f56b"" }, { ""$oid"" : ""54446951474d79458e26f5c7"" }, { ""$oid"" : ""54446952474d79458e26f5e7"" }, { ""$oid"" : ""54446953474d79458e26f64a"" }, { ""$oid"" : ""54446954474d79458e26f6b1"" }, { ""$oid"" : ""54446958474d79458e26f794"" }, { ""$oid"" : ""54446958474d79458e26f7b8"" }, { ""$oid"" : ""54446958474d79458e26f7cb"" }, { ""$oid"" : ""54446959474d79458e26f7df"" }, { ""$oid"" : ""54446959474d79458e26f7ee"" }, { ""$oid"" : ""5444695a474d79458e26f839"" }, { ""$oid"" : ""5444695a474d79458e26f83a"" }, { ""$oid"" : ""5444695a474d79458e26f84c"" }, { ""$oid"" : ""5444695a474d79458e26f851"" }, { ""$oid"" : ""54447b6a474d79458e270264"" }, { ""$oid"" : ""54447b6a474d79458e270276"" }, { ""$oid"" : ""54447b6b474d79458e27027d"" }, { ""$oid"" : ""54447b6c474d79458e270298"" }, { ""$oid"" : ""54447b6e474d79458e2702b1"" }, { ""$oid"" : ""54447b71474d79458e2702fd"" }, { ""$oid"" : ""54447b72474d79458e270308"" }, { ""$oid"" : ""54447b72474d79458e27030b"" }, { ""$oid"" : ""54447b72474d79458e270311"" }, { ""$oid"" : ""54447b73474d79458e270314"" }, { ""$oid"" : ""54447b74474d79458e27032a"" }, { ""$oid"" : ""54447b74474d79458e27032b"" }, { ""$oid"" : ""54447b74474d79458e270335"" }, { ""$oid"" : ""54447b74474d79458e270338"" }, { ""$oid"" : ""544489c6474d79458e2708c2"" }, { ""$oid"" : ""544489c7474d79458e2708de"" }, { ""$oid"" : ""544489ea474d79458e270a7d"" }, { ""$oid"" : ""544489ea474d79458e270a83"" }, { ""$oid"" : ""54448d8a474d79458e270b8e"" }, { ""$oid"" : ""5444986e474d79458e27109f"" }, { ""$oid"" : ""54449fac474d79458e271427"" }, { ""$oid"" : ""54449fb1474d79458e27151c"" }, { ""$oid"" : ""54449fb2474d79458e271577"" }, { ""$oid"" : ""54449fbf474d79458e271784"" }, { ""$oid"" : ""54449fc1474d79458e2717ed"" }, { ""$oid"" : ""54449fc1474d79458e2717f5"" }, { ""$oid"" : ""54449fc1474d79458e27180e"" }, { ""$oid"" : ""54449fc3474d79458e271838"" }, { ""$oid"" : ""54449fc3474d79458e27184a"" }, { ""$oid"" : ""54449fc3474d79458e27184b"" }, { ""$oid"" : ""54449fc3474d79458e27184d"" }, { ""$oid"" : ""54449fc3474d79458e271851"" }, { ""$oid"" : ""54449fc8474d79458e2718c8"" }, { ""$oid"" : ""54449fcb474d79458e271926"" }, { ""$oid"" : ""54449fcf474d79458e2719ea"" }, { ""$oid"" : ""54449fd1474d79458e271a2f"" }, { ""$oid"" : ""54449fd1474d79458e271a41"" }, { ""$oid"" : ""54449fd5474d79458e271b05"" }, { ""$oid"" : ""54449fd5474d79458e271b06"" }, { ""$oid"" : ""54449fd5474d79458e271b07"" }, { ""$oid"" : ""54449fd6474d79458e271b22"" }, { ""$oid"" : ""54449fd8474d79458e271b5b"" }, { ""$oid"" : ""5444b1eb474d79458e2727e9"" }, { ""$oid"" : ""5444b1f0474d79458e272834"" }, { ""$oid"" : ""5444b1f1474d79458e272853"" }, { ""$oid"" : ""5444b1fe474d79458e27294d"" }, { ""$oid"" : ""5444b200474d79458e272974"" }, { ""$oid"" : ""5444b200474d79458e272978"" }, { ""$oid"" : ""5444b201474d79458e272983"" }, { ""$oid"" : ""5444b202474d79458e272997"" }, { ""$oid"" : ""5444b202474d79458e2729a1"" }, { ""$oid"" : ""5444b202474d79458e2729a2"" }, { ""$oid"" : ""5444b203474d79458e2729a4"" }, { ""$oid"" : ""5444b203474d79458e2729a6"" }, { ""$oid"" : ""5444b205474d79458e2729df"" }, { ""$oid"" : ""5444b208474d79458e272a11"" }, { ""$oid"" : ""5444b20e474d79458e272a6f"" }, { ""$oid"" : ""5444b211474d79458e272a92"" }, { ""$oid"" : ""5444b211474d79458e272a9a"" }, { ""$oid"" : ""5444b215474d79458e272b00"" }, { ""$oid"" : ""5444b215474d79458e272b01"" }, { ""$oid"" : ""5444b215474d79458e272b02"" }, { ""$oid"" : ""5444b216474d79458e272b10"" }, { ""$oid"" : ""5444b217474d79458e272b2c"" }, { ""$oid"" : ""5444c3ff474d79458e273258"" }, { ""$oid"" : ""5444c400474d79458e27325d"" }, { ""$oid"" : ""5444c400474d79458e27325e"" }, { ""$oid"" : ""5444c400474d79458e27325f"" }, { ""$oid"" : ""5444c401474d79458e27328a"" }, { ""$oid"" : ""5444c401474d79458e273294"" }, { ""$oid"" : ""5444c401474d79458e273295"" }, { ""$oid"" : ""5444c402474d79458e2732c8"" }, { ""$oid"" : ""5444c403474d79458e2732f3"" }, { ""$oid"" : ""5444c404474d79458e27331f"" }, { ""$oid"" : ""5444c405474d79458e27334f"" }, { ""$oid"" : ""5444c406474d79458e273366"" }, { ""$oid"" : ""5444c409474d79458e2733ce"" }, { ""$oid"" : ""5444c40a474d79458e2733ef"" }, { ""$oid"" : ""5444c40a474d79458e273406"" }, { ""$oid"" : ""5444c40a474d79458e273407"" }, { ""$oid"" : ""5444c40b474d79458e273423"" }, { ""$oid"" : ""5444c40c474d79458e273449"" }, { ""$oid"" : ""5444c40c474d79458e27344a"" }, { ""$oid"" : ""5444c40c474d79458e27344b"" }, { ""$oid"" : ""5444c40f474d79458e2734b5"" }, { ""$oid"" : ""5444c40f474d79458e2734b8"" }, { ""$oid"" : ""5444c412474d79458e27353a"" }, { ""$oid"" : ""5444c412474d79458e27353d"" }, { ""$oid"" : ""5444c414474d79458e27357e"" }, { ""$oid"" : ""5444c416474d79458e2735b8"" }, { ""$oid"" : ""5444c417474d79458e2735ee"" }, { ""$oid"" : ""5444c417474d79458e2735f1"" }, { ""$oid"" : ""5444c417474d79458e2735f2"" }, { ""$oid"" : ""5444c417474d79458e273605"" }, { ""$oid"" : ""5444c418474d79458e27360a"" }, { ""$oid"" : ""5444c419474d79458e273624"" }, { ""$oid"" : ""5444c419474d79458e273627"" }, { ""$oid"" : ""5444c41a474d79458e273642"" }, { ""$oid"" : ""5444c41a474d79458e27364e"" }, { ""$oid"" : ""5444c41b474d79458e27365c"" }, { ""$oid"" : ""5444c41b474d79458e27365d"" }, { ""$oid"" : ""5444c41c474d79458e273698"" }, { ""$oid"" : ""5444c41d474d79458e2736b0"" }, { ""$oid"" : ""5444c41d474d79458e2736b1"" }, { ""$oid"" : ""5444c41d474d79458e2736b5"" }, { ""$oid"" : ""5444c41d474d79458e2736ba"" }, { ""$oid"" : ""5444c41d474d79458e2736bc"" }, { ""$oid"" : ""5444c41d474d79458e2736be"" }, { ""$oid"" : ""5444c41e474d79458e2736c1"" }, { ""$oid"" : ""5444c41e474d79458e2736c2"" }, { ""$oid"" : ""5444c41e474d79458e2736c3"" }, { ""$oid"" : ""5444c41e474d79458e2736c4"" }, { ""$oid"" : ""5444c41e474d79458e2736dc"" }, { ""$oid"" : ""5444c41f474d79458e2736e6"" }, { ""$oid"" : ""5444c41f474d79458e2736ea"" }, { ""$oid"" : ""5444c41f474d79458e2736fb"" }, { ""$oid"" : ""5444c421474d79458e27372c"" }, { ""$oid"" : ""5444c423474d79458e273769"" }, { ""$oid"" : ""5444c423474d79458e273771"" }, { ""$oid"" : ""5444c423474d79458e273781"" }, { ""$oid"" : ""5444c423474d79458e273794"" }, { ""$oid"" : ""5444c424474d79458e273799"" }, { ""$oid"" : ""5444c424474d79458e2737aa"" }, { ""$oid"" : ""5444c424474d79458e2737b1"" }, { ""$oid"" : ""5444c425474d79458e2737b6"" }, { ""$oid"" : ""5444c425474d79458e2737cc"" }, { ""$oid"" : ""5444c426474d79458e2737de"" }, { ""$oid"" : ""5444c426474d79458e2737df"" }, { ""$oid"" : ""5444c426474d79458e2737e0"" }, { ""$oid"" : ""5444c426474d79458e2737e1"" }, { ""$oid"" : ""5444c427474d79458e2737e4"" }, { ""$oid"" : ""5444c427474d79458e2737e5"" }, { ""$oid"" : ""5444c427474d79458e2737e9"" }, { ""$oid"" : ""5444c427474d79458e2737f9"" }, { ""$oid"" : ""5444c427474d79458e273802"" }, { ""$oid"" : ""5444c427474d79458e273807"" }, { ""$oid"" : ""5444c427474d79458e273809"" }, { ""$oid"" : ""5444c427474d79458e27380a"" }, { ""$oid"" : ""5444c427474d79458e27380b"" }, { ""$oid"" : ""5444c428474d79458e27380f"" }, { ""$oid"" : ""5444c428474d79458e273810"" }, { ""$oid"" : ""5444c428474d79458e273811"" }, { ""$oid"" : ""5444c428474d79458e273819"" }, { ""$oid"" : ""5444c428474d79458e273821"" }, { ""$oid"" : ""5444c428474d79458e273828"" }, { ""$oid"" : ""5444c428474d79458e27382d"" }, { ""$oid"" : ""5444c429474d79458e273845"" }, { ""$oid"" : ""5444c429474d79458e27384a"" }, { ""$oid"" : ""5444c42a474d79458e273883"" }, { ""$oid"" : ""5444c42b474d79458e273895"" }, { ""$oid"" : ""5444c42e474d79458e2738fd"" }, { ""$oid"" : ""5444c42f474d79458e273916"" }, { ""$oid"" : ""5444c42f474d79458e273927"" }, { ""$oid"" : ""5444c430474d79458e27394c"" }, { ""$oid"" : ""5444c430474d79458e27394d"" }, { ""$oid"" : ""5444c431474d79458e27395e"" }, { ""$oid"" : ""5444c431474d79458e273963"" }, { ""$oid"" : ""5444c431474d79458e273964"" }, { ""$oid"" : ""5444c432474d79458e273989"" }, { ""$oid"" : ""5444c432474d79458e2739a0"" }, { ""$oid"" : ""5444cb64474d79458e273c39"" }, { ""$oid"" : ""5444cb64474d79458e273c3a"" }, { ""$oid"" : ""5444cb64474d79458e273c3b"" }, { ""$oid"" : ""5444cb64474d79458e273c3c"" }, { ""$oid"" : ""5444cb65474d79458e273c51"" }, { ""$oid"" : ""5444cb66474d79458e273c55"" }, { ""$oid"" : ""5444cb66474d79458e273c56"" }, { ""$oid"" : ""5444cb67474d79458e273c69"" }, { ""$oid"" : ""5444cb68474d79458e273c78"" }, { ""$oid"" : ""5444cb69474d79458e273c88"" }, { ""$oid"" : ""5444cb6a474d79458e273c9f"" }, { ""$oid"" : ""5444cb6b474d79458e273cac"" }, { ""$oid"" : ""5444cb6e474d79458e273cd4"" }, { ""$oid"" : ""5444cb6e474d79458e273ce0"" }, { ""$oid"" : ""5444cb6f474d79458e273ce9"" }, { ""$oid"" : ""5444cb6f474d79458e273cea"" }, { ""$oid"" : ""5444cb70474d79458e273cf2"" }, { ""$oid"" : ""5444cb71474d79458e273d01"" }, { ""$oid"" : ""5444cb71474d79458e273d02"" }, { ""$oid"" : ""5444cb71474d79458e273d03"" }, { ""$oid"" : ""5444cb73474d79458e273d24"" }, { ""$oid"" : ""5444cb73474d79458e273d25"" }, { ""$oid"" : ""5444cb76474d79458e273d57"" }, { ""$oid"" : ""5444cb76474d79458e273d58"" }, { ""$oid"" : ""5444cb78474d79458e273d7c"" }, { ""$oid"" : ""5444cb7a474d79458e273d9e"" }, { ""$oid"" : ""5444cb7b474d79458e273db6"" }, { ""$oid"" : ""5444cb7b474d79458e273db7"" }, { ""$oid"" : ""5444cb7b474d79458e273db8"" }, { ""$oid"" : ""5444cb7c474d79458e273dbe"" }, { ""$oid"" : ""5444cb7c474d79458e273dc3"" }, { ""$oid"" : ""5444cb7d474d79458e273dcf"" }, { ""$oid"" : ""5444cb7d474d79458e273dd0"" }, { ""$oid"" : ""5444cb7e474d79458e273de5"" }, { ""$oid"" : ""5444cb7e474d79458e273de9"" }, { ""$oid"" : ""5444cb7f474d79458e273def"" }, { ""$oid"" : ""5444cb7f474d79458e273df0"" }, { ""$oid"" : ""5444cb80474d79458e273e0b"" }, { ""$oid"" : ""5444cb81474d79458e273e17"" }, { ""$oid"" : ""5444cb81474d79458e273e18"" }, { ""$oid"" : ""5444cb81474d79458e273e1a"" }, { ""$oid"" : ""5444cb81474d79458e273e1d"" }, { ""$oid"" : ""5444cb81474d79458e273e1f"" }, { ""$oid"" : ""5444cb81474d79458e273e21"" }, { ""$oid"" : ""5444cb82474d79458e273e22"" }, { ""$oid"" : ""5444cb82474d79458e273e23"" }, { ""$oid"" : ""5444cb82474d79458e273e24"" }, { ""$oid"" : ""5444cb82474d79458e273e25"" }, { ""$oid"" : ""5444cb82474d79458e273e2e"" }, { ""$oid"" : ""5444cb83474d79458e273e36"" }, { ""$oid"" : ""5444cb83474d79458e273e38"" }, { ""$oid"" : ""5444cb83474d79458e273e43"" }, { ""$oid"" : ""5444cb85474d79458e273e59"" }, { ""$oid"" : ""5444cb86474d79458e273e72"" }, { ""$oid"" : ""5444cb86474d79458e273e76"" }, { ""$oid"" : ""5444cb87474d79458e273e80"" }, { ""$oid"" : ""5444cb87474d79458e273e88"" }, { ""$oid"" : ""5444cb87474d79458e273e89"" }, { ""$oid"" : ""5444cb88474d79458e273e94"" }, { ""$oid"" : ""5444cb88474d79458e273e97"" }, { ""$oid"" : ""5444cb88474d79458e273e9a"" }, { ""$oid"" : ""5444cb89474d79458e273ea4"" }, { ""$oid"" : ""5444cb89474d79458e273eb0"" }, { ""$oid"" : ""5444cb89474d79458e273eb1"" }, { ""$oid"" : ""5444cb89474d79458e273eb2"" }, { ""$oid"" : ""5444cb89474d79458e273eb3"" }, { ""$oid"" : ""5444cb8a474d79458e273eb6"" }, { ""$oid"" : ""5444cb8a474d79458e273eb7"" }, { ""$oid"" : ""5444cb8a474d79458e273eb9"" }, { ""$oid"" : ""5444cb8a474d79458e273ebf"" }, { ""$oid"" : ""5444cb8a474d79458e273ec2"" }, { ""$oid"" : ""5444cb8a474d79458e273ec5"" }, { ""$oid"" : ""5444cb8b474d79458e273ec7"" }, { ""$oid"" : ""5444cb8b474d79458e273ec8"" }, { ""$oid"" : ""5444cb8b474d79458e273ec9"" }, { ""$oid"" : ""5444cb8b474d79458e273ecb"" }, { ""$oid"" : ""5444cb8b474d79458e273ecc"" }, { ""$oid"" : ""5444cb8b474d79458e273ecd"" }, { ""$oid"" : ""5444cb8b474d79458e273ecf"" }, { ""$oid"" : ""5444cb8b474d79458e273ed3"" }, { ""$oid"" : ""5444cb8b474d79458e273ed6"" }, { ""$oid"" : ""5444cb8c474d79458e273ed9"" }, { ""$oid"" : ""5444cb8c474d79458e273ee9"" }, { ""$oid"" : ""5444cb8d474d79458e273eec"" }, { ""$oid"" : ""5444cb8e474d79458e273f05"" }, { ""$oid"" : ""5444cb8e474d79458e273f0d"" }, { ""$oid"" : ""5444cb91474d79458e273f49"" }, { ""$oid"" : ""5444cb92474d79458e273f54"" }, { ""$oid"" : ""5444cb93474d79458e273f5d"" }, { ""$oid"" : ""5444cb94474d79458e273f74"" }, { ""$oid"" : ""5444cb94474d79458e273f75"" }, { ""$oid"" : ""5444cb94474d79458e273f7e"" }, { ""$oid"" : ""5444cb94474d79458e273f83"" }, { ""$oid"" : ""5444cb94474d79458e273f84"" }, { ""$oid"" : ""5444cb95474d79458e273f95"" }, { ""$oid"" : ""5444cb96474d79458e273fa4"" }, { ""$oid"" : ""5444cf42474d79458e2742c4"" }, { ""$oid"" : ""5444cf43474d79458e2742f1"" }, { ""$oid"" : ""5444cf44474d79458e27431d"" }, { ""$oid"" : ""5444cf46474d79458e274357"" }, { ""$oid"" : ""5444cf46474d79458e27437b"" }, { ""$oid"" : ""5444cf4a474d79458e2743ef"" }, { ""$oid"" : ""5444cf4b474d79458e27440a"" }, { ""$oid"" : ""5444cf4e474d79458e27447d"" }, { ""$oid"" : ""5444cf4f474d79458e2744b2"" }, { ""$oid"" : ""5444cf4f474d79458e2744b3"" }, { ""$oid"" : ""5444cf52474d79458e274519"" }, { ""$oid"" : ""5444cf53474d79458e27454a"" }, { ""$oid"" : ""5444cf54474d79458e274553"" }, { ""$oid"" : ""5444cf54474d79458e27455a"" }, { ""$oid"" : ""5444cf55474d79458e274585"" }, { ""$oid"" : ""5444cf56474d79458e27458d"" }, { ""$oid"" : ""5444cf56474d79458e274593"" }, { ""$oid"" : ""5444cf56474d79458e2745aa"" }, { ""$oid"" : ""5444cf5e474d79458e274686"" }, { ""$oid"" : ""5444cf60474d79458e2746b8"" }, { ""$oid"" : ""5444cf62474d79458e27470e"" }, { ""$oid"" : ""5444cf62474d79458e27470f"" }, { ""$oid"" : ""5444cf62474d79458e274721"" }, { ""$oid"" : ""5444cf64474d79458e274758"" }, { ""$oid"" : ""5444cf66474d79458e27478d"" }, { ""$oid"" : ""5444cf67474d79458e2747da"" }, { ""$oid"" : ""5444da57474d79458e275198"" }, { ""$oid"" : ""5444da59474d79458e2751ab"" }, { ""$oid"" : ""5444da5a474d79458e2751c5"" }, { ""$oid"" : ""5444da5b474d79458e2751dd"" }, { ""$oid"" : ""5444da5c474d79458e2751ed"" }, { ""$oid"" : ""5444da63474d79458e275225"" }, { ""$oid"" : ""5444da64474d79458e275236"" }, { ""$oid"" : ""5444da66474d79458e275266"" }, { ""$oid"" : ""5444da68474d79458e27527d"" }, { ""$oid"" : ""5444da68474d79458e27527e"" }, { ""$oid"" : ""5444da6a474d79458e2752a4"" }, { ""$oid"" : ""5444da6c474d79458e2752bd"" }, { ""$oid"" : ""5444da6c474d79458e2752c2"" }, { ""$oid"" : ""5444da6c474d79458e2752c7"" }, { ""$oid"" : ""5444da6e474d79458e2752e0"" }, { ""$oid"" : ""5444da6e474d79458e2752e6"" }, { ""$oid"" : ""5444da6e474d79458e2752e8"" }, { ""$oid"" : ""5444da6f474d79458e2752f3"" }, { ""$oid"" : ""5444da76474d79458e27536c"" }, { ""$oid"" : ""5444da78474d79458e27538c"" }, { ""$oid"" : ""5444da7a474d79458e2753be"" }, { ""$oid"" : ""5444da7a474d79458e2753bf"" }, { ""$oid"" : ""5444da7a474d79458e2753c7"" }, { ""$oid"" : ""5444da7c474d79458e2753e6"" }, { ""$oid"" : ""5444da7e474d79458e275400"" }, { ""$oid"" : ""5444da7f474d79458e275429"" }, { ""$oid"" : ""5444e1cd474d79458e2759ee"" }, { ""$oid"" : ""5444e1d1474d79458e275a9b"" }, { ""$oid"" : ""5444e1d6474d79458e275b55"" }, { ""$oid"" : ""5444e1d7474d79458e275b64"" }, { ""$oid"" : ""5444e1d7474d79458e275b66"" }, { ""$oid"" : ""5444e1d8474d79458e275b85"" }, { ""$oid"" : ""5444e1d8474d79458e275b8e"" }, { ""$oid"" : ""5444e1d8474d79458e275b90"" }, { ""$oid"" : ""5444e1e0474d79458e275c93"" }, { ""$oid"" : ""5444e1e0474d79458e275c95"" }, { ""$oid"" : ""5444e1e4474d79458e275cf5"" }, { ""$oid"" : ""5444e1e4474d79458e275cf6"" }, { ""$oid"" : ""5444e1e5474d79458e275d0e"" }, { ""$oid"" : ""5444e1e9474d79458e275d9c"" }, { ""$oid"" : ""5444e1ee474d79458e275e48"" }, { ""$oid"" : ""5444e1f1474d79458e275eae"" }, { ""$oid"" : ""5444e1f6474d79458e275f6b"" }, { ""$oid"" : ""5444e1f8474d79458e275f9e"" }, { ""$oid"" : ""5444e1f9474d79458e275fc2"" }, { ""$oid"" : ""5444e1fd474d79458e27602f"" }, { ""$oid"" : ""5444e202474d79458e276106"" }, { ""$oid"" : ""5444e205474d79458e27614c"" }, { ""$oid"" : ""5444e205474d79458e276162"" }, { ""$oid"" : ""5444e206474d79458e27616e"" }, { ""$oid"" : ""5444e206474d79458e276175"" }, { ""$oid"" : ""5444e208474d79458e2761a4"" }, { ""$oid"" : ""5444e208474d79458e2761a5"" }, { ""$oid"" : ""5444e208474d79458e2761ba"" }, { ""$oid"" : ""5444e209474d79458e2761c9"" }, { ""$oid"" : ""5444e20b474d79458e276202"" }, { ""$oid"" : ""5444e20e474d79458e276281"" }, { ""$oid"" : ""5444e20e474d79458e276286"" }, { ""$oid"" : ""5444e244474d79458e276937"" }, { ""$oid"" : ""5444e248474d79458e2769dd"" }, { ""$oid"" : ""5444f458474d79458e27749a"" }, { ""$oid"" : ""5444f45c474d79458e2774e7"" }, { ""$oid"" : ""5444f461474d79458e277543"" }, { ""$oid"" : ""5444f462474d79458e277548"" }, { ""$oid"" : ""5444f462474d79458e27754a"" }, { ""$oid"" : ""5444f463474d79458e27755b"" }, { ""$oid"" : ""5444f463474d79458e277560"" }, { ""$oid"" : ""5444f464474d79458e277562"" }, { ""$oid"" : ""5444f46a474d79458e2775d3"" }, { ""$oid"" : ""5444f46a474d79458e2775d5"" }, { ""$oid"" : ""5444f46c474d79458e277603"" }, { ""$oid"" : ""5444f46c474d79458e277604"" }, { ""$oid"" : ""5444f46d474d79458e27760e"" }, { ""$oid"" : ""5444f471474d79458e277659"" }, { ""$oid"" : ""5444f475474d79458e2776aa"" }, { ""$oid"" : ""5444f478474d79458e2776e2"" }, { ""$oid"" : ""5444f47d474d79458e277743"" }, { ""$oid"" : ""5444f47f474d79458e27775e"" }, { ""$oid"" : ""5444f480474d79458e277774"" }, { ""$oid"" : ""5444f484474d79458e2777bc"" }, { ""$oid"" : ""5444f48a474d79458e277825"" }, { ""$oid"" : ""5444f48c474d79458e277853"" }, { ""$oid"" : ""5444f48d474d79458e277861"" }, { ""$oid"" : ""5444f48d474d79458e277867"" }, { ""$oid"" : ""5444f48e474d79458e27786c"" }, { ""$oid"" : ""5444f48f474d79458e27788b"" }, { ""$oid"" : ""5444f48f474d79458e27788c"" }, { ""$oid"" : ""5444f491474d79458e277897"" }, { ""$oid"" : ""5444f491474d79458e2778a2"" }, { ""$oid"" : ""5444f493474d79458e2778c7"" }, { ""$oid"" : ""5444f496474d79458e277907"" }, { ""$oid"" : ""5444f496474d79458e277908"" }, { ""$oid"" : ""5444f4ce474d79458e277cad"" }, { ""$oid"" : ""5444f4d3474d79458e277d07"" }, { ""$oid"" : ""544506c0474d79458e278531"" }, { ""$oid"" : ""544506c6474d79458e2785e1"" }, { ""$oid"" : ""544506c6474d79458e2785fe"" }, { ""$oid"" : ""544506c8474d79458e27863b"" }, { ""$oid"" : ""544506c9474d79458e278643"" }, { ""$oid"" : ""544506c9474d79458e278644"" }, { ""$oid"" : ""544506c9474d79458e278646"" }, { ""$oid"" : ""544506c9474d79458e27864f"" }, { ""$oid"" : ""544506c9474d79458e278651"" }, { ""$oid"" : ""544506c9474d79458e278655"" }, { ""$oid"" : ""544506ca474d79458e278667"" }, { ""$oid"" : ""544506ca474d79458e278668"" }, { ""$oid"" : ""544506cb474d79458e278687"" }, { ""$oid"" : ""544506cd474d79458e2786b1"" }, { ""$oid"" : ""544506cd474d79458e2786b4"" }, { ""$oid"" : ""544506cd474d79458e2786b7"" }, { ""$oid"" : ""544506cd474d79458e2786ba"" }, { ""$oid"" : ""544506cd474d79458e2786cf"" }, { ""$oid"" : ""544506ce474d79458e2786e4"" }, { ""$oid"" : ""544506ce474d79458e2786e9"" }, { ""$oid"" : ""544506ce474d79458e2786ee"" }, { ""$oid"" : ""544506cf474d79458e278701"" }, { ""$oid"" : ""544506cf474d79458e278702"" }, { ""$oid"" : ""544506cf474d79458e27870a"" }, { ""$oid"" : ""544523a8474d79458e27969b"" }, { ""$oid"" : ""544523af474d79458e2796fd"" }, { ""$oid"" : ""544523b1474d79458e27970e"" }, { ""$oid"" : ""544523b3474d79458e279738"" }, { ""$oid"" : ""544523b4474d79458e27973e"" }, { ""$oid"" : ""544523b4474d79458e27973f"" }, { ""$oid"" : ""544523b4474d79458e279741"" }, { ""$oid"" : ""544523b4474d79458e279746"" }, { ""$oid"" : ""544523b4474d79458e279748"" }, { ""$oid"" : ""544523b4474d79458e27974c"" }, { ""$oid"" : ""544523b5474d79458e279754"" }, { ""$oid"" : ""544523b5474d79458e279755"" }, { ""$oid"" : ""544523b6474d79458e279763"" }, { ""$oid"" : ""544523b7474d79458e279781"" }, { ""$oid"" : ""544523b7474d79458e279782"" }, { ""$oid"" : ""544523b7474d79458e279783"" }, { ""$oid"" : ""544523b8474d79458e279784"" }, { ""$oid"" : ""544523b8474d79458e27978f"" }, { ""$oid"" : ""544523b9474d79458e27979a"" }, { ""$oid"" : ""544523b9474d79458e27979f"" }, { ""$oid"" : ""544523b9474d79458e2797a0"" }, { ""$oid"" : ""544523ba474d79458e2797ab"" }, { ""$oid"" : ""544523ba474d79458e2797ac"" }, { ""$oid"" : ""544523ba474d79458e2797b0"" }, { ""$oid"" : ""544543fc474d79458e27a26d"" }, { ""$oid"" : ""544543fc474d79458e27a26e"" }, { ""$oid"" : ""544543fc474d79458e27a26f"" }, { ""$oid"" : ""544543fe474d79458e27a2ae"" }, { ""$oid"" : ""54454401474d79458e27a324"" }, { ""$oid"" : ""54454401474d79458e27a325"" }, { ""$oid"" : ""54454401474d79458e27a326"" }, { ""$oid"" : ""5445440a474d79458e27a4aa"" }, { ""$oid"" : ""5445440f474d79458e27a56b"" }, { ""$oid"" : ""5445527f474d79458e27ad55"" }, { ""$oid"" : ""5445527f474d79458e27ad56"" }, { ""$oid"" : ""5445527f474d79458e27ad57"" }, { ""$oid"" : ""54455281474d79458e27ad70"" }, { ""$oid"" : ""54455283474d79458e27ada3"" }, { ""$oid"" : ""54455283474d79458e27ada4"" }, { ""$oid"" : ""54455284474d79458e27ada5"" }, { ""$oid"" : ""5445528d474d79458e27ae54"" }, { ""$oid"" : ""54455293474d79458e27aeab"" } ]","isis"
ObjectID(54446950474d79458e26f56e),"[ { ""$oid"" : ""54446950474d79458e26f56b"" }, { ""$oid"" : ""54447b6a474d79458e270264"" } ]","japanese"
ObjectID(54446951474d79458e26f571),"[ { ""$oid"" : ""54446951474d79458e26f570"" }, { ""$oid"" : ""54447b6a474d79458e270265"" }, { ""$oid"" : ""544489c4474d79458e270842"" }, { ""$oid"" : ""544489c4474d79458e270845"" }, { ""$oid"" : ""544489c4474d79458e270873"" }, { ""$oid"" : ""544489c4474d79458e270878"" }, { ""$oid"" : ""544489c4474d79458e270879"" }, { ""$oid"" : ""544489c4474d79458e27087c"" }, { ""$oid"" : ""544489c6474d79458e2708d2"" }, { ""$oid"" : ""544489e7474d79458e270a57"" }, { ""$oid"" : ""544489e7474d79458e270a58"" }, { ""$oid"" : ""544489e8474d79458e270a66"" }, { ""$oid"" : ""544489e8474d79458e270a67"" }, { ""$oid"" : ""544489e8474d79458e270a68"" }, { ""$oid"" : ""544489e8474d79458e270a69"" }, { ""$oid"" : ""544489ea474d79458e270a81"" }, { ""$oid"" : ""5444cf3f474d79458e274258"" }, { ""$oid"" : ""5444da54474d79458e275168"" }, { ""$oid"" : ""5445440f474d79458e27a564"" }, { ""$oid"" : ""54455293474d79458e27aeaa"" } ]","memlikpasha"
ObjectID(54446951474d79458e26f574),"[ { ""$oid"" : ""54446951474d79458e26f573"" }, { ""$oid"" : ""54447b6a474d79458e270266"" } ]","sgiunchi48"
