Id,Label,screen_name,weight,In-Degree,Out-Degree,Degree,Modularity Class,Clustering Coefficient,Eigenvector Centrality
51318201,ServeMuslims,ServeMuslims,1,1,1,2,1,0,5.72E-04
57516099,AbuDujanah,AbuDujanah,1,1,1,2,1,0,5.72E-04
2380333148,waheebalshami,waheebalshami,1,1,0,1,4,0,0.010908848
2151120994,d3b_0,d3b_0,1,4,1,5,4,0.8333333,0.103696894
23330998,hxhassan,hxhassan,1,0,3,3,4,0.8333333,0
2425258317,AJundul,AJundul,1,1,0,1,4,0,0.010908848
2410709344,AbuRayanMuhajir,AbuRayanMuhajir,1,2,7,9,4,0.54761904,0.043853294
1194295681,sabranyanafsi3,sabranyanafsi3,1,2,0,2,4,0,0.035619863
2794160596,AadilIbnSy,AadilIbnSy,1,5,0,5,4,0.55,0.147298159
14942730,raffpantucci,raffpantucci,1,4,1,5,4,0.8333333,0.143527913
2320794146,R76315,R76315,1,5,0,5,4,0.7,0.168238927
2765892374,abdirahmana70,abdirahmana70,1,2,0,2,4,1,0.0598436
1943929622,Newsistan,Newsistan,1,1,0,1,4,0,0.010908848
48956231,zaidbenjamin,zaidbenjamin,1,1,4,5,4,0.6666667,0.024711015
2596537351,0AbuRuqayyah0,0AbuRuqayyah0,1,5,0,5,4,0.7,0.145309035
2269479971,HalimKakon,HalimKakon,1,5,0,5,4,0.65,0.129765877
2821620829,AbuSumayyah507,AbuSumayyah507,1,2,0,2,4,0.5,0.044300441
2223146256,IslamicFront_En,IslamicFront_En,1,0,4,4,4,0.6666667,0
2221671723,sami10666428,sami10666428,1,4,0,4,4,0.8333333,0.103696894
1452246433,YacineAlBachir,YacineAlBachir,1,3,0,3,4,0.8333333,0.071663268
2567505337,abja78,abja78,1,0,4,4,4,0.8333333,0
2659091942,whiteminaret,whiteminaret,1,4,0,4,4,0.5,0.119304176
1192035883,AbuCeEs,AbuCeEs,1,6,0,6,4,0.73333335,0.178700628
2419820100,umralmahdi,umralmahdi,1,2,0,2,4,0.5,0.044300441
546178630,Jihadology_Net,Jihadology_Net,1,0,6,6,4,0.6,0
2486404732,abdulqahhar114,abdulqahhar114,1,3,0,3,4,0.33333334,0.025140795
2663057024,obaidmirza127,obaidmirza127,1,3,0,3,4,0.6666667,0.094593161
2501707438,green_bird14,green_bird14,1,6,3,9,4,0.73333335,0.178700628
39716568,dominos_pizzafr,dominos_pizzafr,1,0,1,1,4,0,0
2369226460,noemaiql,noemaiql,1,1,0,1,4,0,0.010908848
606767056,Altarefe_En,Altarefe_En,1,0,5,5,4,0.85,0
344328154,parwizahmadi,parwizahmadi,1,6,0,6,4,0.6,0.15775986
219580509,scribblerer,scribblerer,1,1,0,1,4,0,0.010908848
1654309236,AsadulPakistani,AsadulPakistani,1,2,3,5,4,0.8333333,0.044300441
2592934170,1234KHARLAR,1234KHARLAR,1,8,0,8,4,0.44642857,0.19329699
2386299238,qatammi,qatammi,1,2,2,4,4,0.5,0.044300441
2183530871,anterAzra,anterAzra,1,6,1,7,4,0.43333334,0.118293256
2577318295,fawazluxes,fawazluxes,1,1,0,1,4,0,0.010908848
1354238358,Bint_Abiee,Bint_Abiee,1,5,2,7,4,0.7,0.145309035
1797720565,CdricLabrousse,CdricLabrousse,1,0,2,2,4,0.5,0
703072883,loerdag,loerdag,1,1,0,1,4,0,0.010908848
513116847,Abu_Baraa1,Abu_Baraa1,1,0,4,4,4,0.41666666,0
2731491812,AbuHarith_FS,AbuHarith_FS,1,3,0,3,4,0.8333333,0.093235193
2526579548,alKutlawi,alKutlawi,1,3,4,7,4,0.73333335,0.084107467
2543225743,qulhumdulillah,qulhumdulillah,1,2,6,8,4,0.6,0.043853294
2503052231,abu_jihad187,abu_jihad187,1,5,1,6,4,0.85,0.153989613
2785012907,kohinoor133,kohinoor133,1,2,0,2,4,0.5,0.044300441
2201062578,IslamicObserver,IslamicObserver,1,5,0,5,4,0.7,0.128407909
75009219,mssiraj,mssiraj,1,2,0,2,4,1,0.0598436
2250902733,Hamdaan_muhajir,Hamdaan_muhajir,1,2,0,2,4,1,0.021370549
2585586898,enesbagci16,enesbagci16,1,6,0,6,4,0.5,0.132178155
316477171,EhmedHucein,EhmedHucein,1,5,0,5,4,0.85,0.153989613
825266010,Albakistani_JN,Albakistani_JN,1,0,1,1,4,0,0
2826038597,3a9ib,3a9ib,1,3,0,3,4,0.8333333,0.110136319
261656484,Tarek435,Tarek435,1,2,0,2,4,1,0.0598436
2663026669,alnusra313,alnusra313,1,1,2,3,4,0.33333334,0.024711015
2370473975,xinxaro1111,xinxaro1111,1,3,0,3,4,0.8333333,0.054762142
517607551,joaska_,joaska_,1,2,2,4,4,0.8333333,0.0598436
2478772375,abu_ubaydah57,abu_ubaydah57,1,2,0,2,4,0.5,0.044300441
2389741728,Abu_Maryamm,Abu_Maryamm,1,3,0,3,4,0,0.046445979
2783538555,SoldierMerciful,SoldierMerciful,1,2,2,4,4,0.33333334,0.035619863
2279215346,Ma87Mir,Ma87Mir,1,3,0,3,4,0.8333333,0.054762142
2561052932,JHUFeng,JHUFeng,1,0,3,3,4,0.6666667,0
1539215677,JrZulpika,JrZulpika,1,3,0,3,4,0.8333333,0.054762142
2573341045,drgwvr,drgwvr,1,4,0,4,4,0.41666666,0.09538073
2685540421,hasmith7417,hasmith7417,1,6,0,6,4,0.73333335,0.178700628
2574946785,mustafaghurabah,mustafaghurabah,1,6,0,6,4,0.5,0.132178155
2414940649,Truth_ISIS,Truth_ISIS,1,2,4,6,4,0.85,0.043853294
210997813,ajaltamimi,ajaltamimi,1,3,6,9,4,0.73333335,0.092788046
893325943,ansaralhaqq,ansaralhaqq,1,4,1,5,4,0.8333333,0.105054862
1192204400,Elten5,Elten5,1,5,0,5,4,0.85,0.153989613
176525988,yasmine_rc,yasmine_rc,1,4,0,4,4,0.8333333,0.103696894
2254410445,PureMonotheist,PureMonotheist,1,5,1,6,4,0.65,0.129765877
1696961312,RobSterEHW,RobSterEHW,1,1,0,1,4,0,0.010908848
1037308758,altarefe_urdu,altarefe_urdu,1,0,1,1,4,0,0
296981376,Taimiyyah,Taimiyyah,1,5,5,10,4,0.73333335,0.129765877
2775585743,EBUYASR1,EBUYASR1,1,1,0,1,4,0,0.010908848
2373686347,gotoshaam,gotoshaam,1,1,1,2,4,0,0.010908848
524489828,thadiusB1,thadiusB1,1,2,0,2,4,1,0.0598436
2497778816,yellow_turban,yellow_turban,1,1,1,2,4,0,0.010908848
91952367,adilsum,adilsum,1,2,0,2,4,0.5,0.061201568
2759792127,van_zug,van_zug,1,5,0,5,4,0.35,0.090299273
2271680060,DrGS51638623,DrGS51638623,1,3,0,3,4,0.6666667,0.084554614
2807731776,IbnAbdisatar,IbnAbdisatar,1,1,0,1,4,0,0.010908848
2696877912,kokicharo654,kokicharo654,1,1,0,1,4,0,0.010908848
1459099585,3_worldwar,3_worldwar,1,3,0,3,4,0.6666667,0.094593161
2795149271,ObserverMiddle,ObserverMiddle,1,5,4,9,4,0.73333335,0.128407909
2260506595,sebiluna_jihad,sebiluna_jihad,1,1,0,1,4,0,0.010908848
82155524,stefan_schocher,stefan_schocher,1,4,0,4,4,0.5,0.097005439
2836093293,JMutarjim,JMutarjim,1,8,0,8,4,0.44642857,0.19329699
1149573290,ludi_drogba,ludi_drogba,1,3,0,3,4,0.8333333,0.054762142
2245105837,Al_Mudhnib,Al_Mudhnib,1,2,0,2,4,1,0.021370549
2229770429,Umm_shaheed1,Umm_shaheed1,1,6,0,6,4,0.36666667,0.109612677
845453587,benami92,benami92,1,2,0,2,4,0.5,0.044300441
2616170900,afiyashaheen,afiyashaheen,1,5,0,5,4,0.4,0.107831555
941529600,ZeroualR,ZeroualR,1,6,0,6,4,0.5,0.132178155
2548570687,SlaveofAhadd,SlaveofAhadd,1,3,0,3,4,0.8333333,0.071663268
49289813,ferozghachi,ferozghachi,1,3,0,3,4,0.5,0.063613846
2608536206,AbuSayyaaf,AbuSayyaaf,1,1,0,1,4,0,0.010908848
1148951203,SWildlifepics,SWildlifepics,1,0,1,1,4,0,0
2838567620,s7bhijratain3,s7bhijratain3,1,4,5,9,4,0.73333335,0.079473157
54467421,alyrashyd,alyrashyd,1,2,0,2,4,0.5,0.044300441
2451676189,_UmmAbdAllah,_UmmAbdAllah,1,3,0,3,4,0.33333334,0.069011456
2253462690,dota_shiya,dota_shiya,1,1,0,1,4,0,0.010908848
2790235583,muratsawass,muratsawass,1,6,0,6,4,0.73333335,0.178700628
2726927812,hasan_shakour,hasan_shakour,1,1,0,1,4,0,0.010908848
951393817,FranzFeyder,FranzFeyder,1,5,0,5,4,0.4,0.107831555
224206388,Abu_Naoufal,Abu_Naoufal,1,6,0,6,4,0.36666667,0.109612677
2772016744,Amiralmujahida,Amiralmujahida,1,5,2,7,4,0.65,0.129765877
2426378857,daishsupporter,daishsupporter,1,3,0,3,4,0.8333333,0.0703053
2423299732,SaqrAnsaar,SaqrAnsaar,1,5,6,11,4,0.73333335,0.128407909
1581588180,thC4t,thC4t,1,3,0,3,4,0.33333334,0.069011456
2262867787,AbuYahya29,AbuYahya29,1,1,2,3,4,0.5,0.05029272
1388257178,bruun85,bruun85,1,5,1,6,4,0.73333335,0.129765877
64462760,shamym1158,shamym1158,1,3,0,3,4,0.5,0.046081563
2284658684,schirantz,schirantz,1,3,0,3,4,0.33333334,0.069011456
2637406371,jeelanbaad,jeelanbaad,1,2,0,2,4,1,0.021370549
428318892,masoodnejrab,masoodnejrab,1,7,0,7,4,0.54761904,0.182470874
2596577460,omaralgrara,omaralgrara,1,1,0,1,4,0,0.010908848
2649727383,Hafisabidrees,Hafisabidrees,1,3,0,3,4,0.8333333,0.054762142
2287903182,siddik_kaka,siddik_kaka,1,2,0,2,4,0.5,0.044300441
460464868,gixxermangixxer,gixxermangixxer,1,3,2,5,4,0.8333333,0.054762142
2607817538,AL_QAAQA,AL_QAAQA,1,1,0,1,4,0,0.010908848
2785321876,alQorsi,alQorsi,1,2,0,2,4,0.5,0.044300441
2815045800,Shamishams123,Shamishams123,1,5,0,5,4,0.7,0.168238927
2731451381,anasswrimshi,anasswrimshi,1,3,0,3,4,0.33333334,0.069011456
2604019884,AbuISA89,AbuISA89,1,4,2,6,4,0.8333333,0.103696894
469509327,Charles_Lister,Charles_Lister,1,5,6,11,4,0.73333335,0.128407909
2207524123,Bint_Shaheed,Bint_Shaheed,1,5,1,6,4,0.65,0.129765877
2650744172,eefitzgerald93,eefitzgerald93,1,1,0,1,4,0,0.010908848
2256020916,rhchayan,rhchayan,1,2,0,2,4,1,0.0598436
792372662,Pak_witness,Pak_witness,1,5,3,8,4,0.73333335,0.128407909
1678812660,mobrmg,mobrmg,1,1,0,1,4,0,0.010908848
119350852,chloehadj,chloehadj,1,2,0,2,4,0.5,0.044300441
949364370,siddiqesmart,siddiqesmart,1,4,0,4,4,0.6666667,0.095016315
2800658100,getcluedon1,getcluedon1,1,6,0,6,4,0.36666667,0.109612677
2501813965,fahimzauwad,fahimzauwad,1,2,1,3,4,1,0.0598436
1529620189,shaaxibrahim,shaaxibrahim,1,2,0,2,4,0.5,0.044300441
2728765282,IBounanaa_013,IBounanaa_013,1,4,0,4,4,0.5,0.119304176
340371304,Eilas1,Eilas1,1,4,0,4,4,0.8333333,0.103696894
2520491881,ShurdatulSharia,ShurdatulSharia,1,0,1,1,4,0,0
2638522282,abusaifallah200,abusaifallah200,1,4,2,6,4,0.8333333,0.103696894
2779031503,Bdawgsmom2002,Bdawgsmom2002,1,4,0,4,4,0.5,0.074075547
2779195373,ISISgermany,ISISgermany,1,1,0,1,4,0,0.010908848
2284529658,JStartr,JStartr,1,0,1,1,4,0,0
2728536063,amriramzi7,amriramzi7,1,1,0,1,4,0,0.010908848
718612494,princekhattab,princekhattab,1,1,0,1,4,0,0.010908848
2400889028,0rangdepok,0rangdepok,1,6,0,6,4,0.73333335,0.178700628
2663131345,abudawudabdulla,abudawudabdulla,1,3,0,3,4,0.33333334,0.069011456
2598021350,AbuNussayba,AbuNussayba,1,1,0,1,4,0,0.010908848
2426775870,aswj1234,aswj1234,1,4,0,4,4,0.5,0.119304176
2740169068,M3Iraq,M3Iraq,1,4,0,4,4,0.41666666,0.08832486
2809473452,AboMusabAlSuri,AboMusabAlSuri,1,0,1,1,4,0,0
1413360120,KrismedinaKm,KrismedinaKm,1,2,0,2,4,0.5,0.044300441
2683218476,tu_wor,tu_wor,1,3,0,3,4,0.16666667,0.048070688
213723734,anonymous_u1,anonymous_u1,1,4,1,5,4,0.8333333,0.103696894
1823189756,intelMujahid,intelMujahid,1,0,1,1,4,0,0
862333693,tweetdoug45,tweetdoug45,1,3,0,3,4,0.8333333,0.054762142
433171491,faisshah,faisshah,1,4,0,4,4,0.5833333,0.079473157
2695933065,mozairkhan,mozairkhan,1,2,0,2,4,0.5,0.044300441
2754391411,muwahideenmedia,muwahideenmedia,1,5,4,9,4,0.7,0.168238927
1486937328,ibn_latief,ibn_latief,1,6,1,7,4,0.5,0.132178155
2658250200,vdagestanEn,vdagestanEn,1,0,1,1,4,0,0
703049205,Battalinbabas1,Battalinbabas1,1,5,0,5,4,0.5,0.108825108
2491198986,abu_ubaydah333,abu_ubaydah333,1,5,3,8,4,0.73333335,0.128407909
2423926546,abukhawlamjr,abukhawlamjr,1,6,3,9,4,0.73333335,0.178700628
2670899040,QatadahAbu,QatadahAbu,1,5,0,5,4,0.7,0.128407909
2748690320,JunudS,JunudS,1,0,4,4,4,0.8333333,0
2527211514,MansurAbuSayf,MansurAbuSayf,1,6,3,9,4,0.73333335,0.178700628
2797744178,911tripple000,911tripple000,1,2,0,2,4,1,0.0598436
2248781900,AbdulhadiHamad1,AbdulhadiHamad1,1,1,0,1,4,0,0.010908848
33534356,ysfsuleman,ysfsuleman,1,5,0,5,4,0.55,0.147298159
2638760018,tabaddadat,tabaddadat,1,2,0,2,4,0.5,0.061201568
2649600495,soennah_dokter,soennah_dokter,1,2,0,2,4,1,0.0598436
2585670284,alharbiF161,alharbiF161,1,3,0,3,4,0.8333333,0.054762142
1318269660,samadmohamad11,samadmohamad11,1,4,0,4,4,0.8333333,0.103696894
2676110376,ISISwitness,ISISwitness,1,5,3,8,4,0.65,0.129765877
518730830,FlashpointIntel,FlashpointIntel,1,0,3,3,4,0.6666667,0
459814000,Ummah_Today,Ummah_Today,1,3,2,5,4,0.6666667,0.094593161
2636232215,newtweeter012,newtweeter012,1,2,0,2,4,1,0.0598436
2851583545,Mohammadibra78,Mohammadibra78,1,2,0,2,4,0,0.035619863
2677028553,EbuBilalElKurDi,EbuBilalElKurDi,1,3,0,3,4,0.8333333,0.093235193
2593863547,DrEyadQunaibi,DrEyadQunaibi,1,0,6,6,4,0.73333335,0
2819536949,Abdulhaqq092,Abdulhaqq092,1,5,0,5,4,0.55,0.11452301
2359670881,ibn_zia,ibn_zia,1,1,0,1,4,0,0.010908848
91207854,Ndeshkuesi,Ndeshkuesi,1,4,0,4,4,0.5,0.104061309
2489006616,ar_rumi03,ar_rumi03,1,1,0,1,4,0,0.010908848
263993954,2BFreeMe,2BFreeMe,1,3,0,3,4,0.8333333,0.0703053
532700952,EYADQUNAIBI,EYADQUNAIBI,1,0,4,4,4,0.6666667,0
2501511626,afghanistan_dp,afghanistan_dp,1,1,0,1,4,0,0.010908848
2294725468,AfghaniWitness,AfghaniWitness,1,1,3,4,4,0.8333333,0.010908848
141540326,FirdausRayazid,FirdausRayazid,1,4,0,4,4,0.8333333,0.103696894
2354330932,htcRaja,htcRaja,1,3,0,3,4,0.8333333,0.054762142
2398043448,IbnNabih,IbnNabih,1,3,6,9,4,0.73333335,0.068564309
1558396322,nyelokjail,nyelokjail,1,2,0,2,4,1,0.0598436
2766192110,AlAldawa,AlAldawa,1,1,0,1,4,0,0.010908848
2714582606,AkibintMiah,AkibintMiah,1,3,0,3,4,0.8333333,0.093235193
1604173412,AbDujanah,AbDujanah,1,5,6,11,4,0.73333335,0.129765877
2227945081,MarkazAlHayaat,MarkazAlHayaat,1,4,4,8,4,0.8333333,0.103696894
2611003062,e_anfal,e_anfal,1,1,0,1,4,0,0.010908848
2686566116,roohafza1990,roohafza1990,1,3,0,3,4,0.8333333,0.093235193
2308038631,Hafiz_Zohib,Hafiz_Zohib,1,6,3,9,4,0.73333335,0.178700628
110641026,suhailovaise,suhailovaise,1,1,0,1,4,0,0.010908848
157302681,biggnishan,biggnishan,1,2,0,2,4,0.5,0.044300441
247653244,muftimenk,muftimenk,1,0,3,3,4,0.8333333,0
390447335,Povikkonvistina,Povikkonvistina,1,2,0,2,4,0.5,0.044300441
590692592,JavadBhat,JavadBhat,1,4,0,4,4,0.8333333,0.103696894
2371469767,statesman786,statesman786,1,1,0,1,4,0,0.010908848
2633843184,AbouQaqa,AbouQaqa,1,3,0,3,4,0.8333333,0.071663268
2472264264,AslimTaslam00,AslimTaslam00,1,3,0,3,4,0.5,0.046081563
966476652,MullahNasrudeen,MullahNasrudeen,1,5,0,5,4,0.65,0.129765877
1675805642,vasosac,vasosac,1,1,0,1,4,0,0.010908848
2687091670,han_nika,han_nika,1,3,0,3,4,0.6666667,0.084554614
2419389946,broeskimo,broeskimo,1,1,0,1,4,0,0.010908848
2614019072,junaidhaider334,junaidhaider334,1,1,0,1,4,0,0.010908848
2590065757,mohdsnosra,mohdsnosra,1,3,1,4,4,0.6666667,0.094593161
2201535764,AnotherMuhaajir,AnotherMuhaajir,1,0,5,5,4,0.7,0
2488485355,MuhhamadAtta,MuhhamadAtta,1,4,0,4,4,0.5833333,0.079473157
2431993324,NovaStara,NovaStara,1,4,0,4,4,0.8333333,0.103696894
2607138396,DhulQarnayn1988,DhulQarnayn1988,1,2,1,3,4,0.8333333,0.021370549
2299512561,jab2victory,jab2victory,1,84,359,443,4,0.005304652,0.232750945
26887974,smalik68,smalik68,1,4,0,4,4,0.8333333,0.143527913
2633647914,wheepshakr,wheepshakr,1,4,0,4,4,0.8333333,0.103696894
2322909205,farooq_drishak,farooq_drishak,1,1,0,1,4,0,0.010908848
2396637280,GlobalJihadi,GlobalJihadi,1,2,0,2,4,0.5,0.044300441
2326055011,aboosama57618,aboosama57618,1,1,0,1,4,0,0.010908848
2293876986,aaboodi830,aaboodi830,1,3,1,4,4,0.8333333,0.054762142
2374387981,c21042011,c21042011,1,5,0,5,4,0.55,0.11452301
81578409,sv71x,sv71x,1,3,0,3,4,0.8333333,0.093235193
2305345980,AdamAlmaqusi,AdamAlmaqusi,1,1,0,1,4,0,0.010908848
2507229865,abu_wahib313,abu_wahib313,1,4,0,4,4,0.5,0.074075547
2817215300,moraselallEN,moraselallEN,1,0,4,4,4,0.6666667,0
2628307844,hawzir191,hawzir191,1,3,0,3,4,0.6666667,0.094593161
2732215313,ahmedcisse102,ahmedcisse102,1,2,0,2,4,1,0.021370549
2371734582,JabhatAlNusraEN,JabhatAlNusraEN,1,0,5,5,4,0.7,0
2373766202,Muslim_Bakistan,Muslim_Bakistan,1,2,0,2,4,0.5,0.044300441
2684980408,UmmBaraa_aq,UmmBaraa_aq,1,4,2,6,4,0.8333333,0.103696894
2282573028,xhango_,xhango_,1,4,0,4,4,0.8333333,0.103696894
2620280208,abuw_ukasyah,abuw_ukasyah,1,6,1,7,4,0.73333335,0.178700628
1918269350,abuayubmuhammad,abuayubmuhammad,1,4,4,8,4,0.7,0.119304176
2765704692,harith213,harith213,1,4,0,4,4,0.8333333,0.143527913
2777632248,musaharun90,musaharun90,1,5,0,5,4,0.7,0.145309035
2759773772,jistaniyya,jistaniyya,1,2,0,2,4,0,0.014679094
2601733722,_HamzaBC,_HamzaBC,1,5,1,6,4,0.65,0.129765877
1627016881,omarshehidi,omarshehidi,1,2,0,2,4,0.5,0.061201568
83775159,islamqa_en,islamqa_en,1,0,3,3,4,0.8333333,0
2564214475,y1234h58,y1234h58,1,1,0,1,4,0,0.010908848
276451060,FARHAAN79,FARHAAN79,1,3,0,3,4,0.5,0.063613846
1606242174,charliewinter,charliewinter,1,4,0,4,4,0.16666667,0.072781702
2816888745,AAlqorsi,AAlqorsi,1,2,0,2,4,0.5,0.044300441
2164280667,IbnJarrah,IbnJarrah,1,2,0,2,4,0,0.035619863
2284081312,ummmuthannah77,ummmuthannah77,1,7,1,8,4,0.54761904,0.182470874
2764525756,a2756830d1e847c,a2756830d1e847c,1,5,1,6,4,0.7,0.168238927
106058082,FabianAmjad,FabianAmjad,1,3,0,3,4,0.8333333,0.093235193
1526125291,Abu_ubaydillah,Abu_ubaydillah,1,1,0,1,4,0,0.010908848
2490356868,AbuAafiaDhirar,AbuAafiaDhirar,1,1,0,1,4,0,0.010908848
2609042591,xinxaro111,xinxaro111,1,7,1,8,4,0.4047619,0.143004271
2822395050,BintSaalih,BintSaalih,1,2,0,2,4,0.5,0.044300441
2582172858,abou_oussema,abou_oussema,1,2,0,2,4,1,0.021370549
2453722299,jihadwartracker,jihadwartracker,1,2,0,2,4,0,0.021734964
1597560036,ShamCenterINFO,ShamCenterINFO,1,0,1,1,4,0,0
2398315394,Abushaheed619,Abushaheed619,1,4,0,4,4,0.5833333,0.079473157
845272507,HassanAlBasri50,HassanAlBasri50,1,3,0,3,4,0.8333333,0.054762142
2826262028,seyhyavuz,seyhyavuz,1,1,0,1,4,0,0.010908848
37654161,prashaanb,prashaanb,1,1,0,1,4,0,0.010908848
311383932,Adiwirawann,Adiwirawann,1,6,1,7,4,0.73333335,0.178700628
2167462081,salaam1022,salaam1022,1,3,0,3,4,0.5,0.046081563
1326911210,KZiggy,KZiggy,1,3,0,3,4,0.33333334,0.069011456
283630254,johnnymotorbike,johnnymotorbike,1,0,2,2,4,0.5,0
2443568251,abumohammad25,abumohammad25,1,1,0,1,4,0,0.010908848
2557271100,S_O_Dawn,S_O_Dawn,1,0,6,6,4,0.73333335,0
77225131,SalimIbnAdam,SalimIbnAdam,1,4,0,4,4,0.6666667,0.117946208
2278448310,Abi_Maysarah,Abi_Maysarah,1,1,4,5,4,0.5,0.024711015
325967034,MimisWish,MimisWish,1,3,0,3,4,0.8333333,0.093235193
2736905539,Abu_Abdullah_IS,Abu_Abdullah_IS,1,4,0,4,4,0.8333333,0.103696894
1668341100,AbuHodayfa,AbuHodayfa,1,1,1,2,4,1,0.010461701
2415714109,RetweetShaam,RetweetShaam,1,6,3,9,4,0.73333335,0.178700628
2423371248,KhorasanWitness,KhorasanWitness,1,1,5,6,4,0.7,0.024711015
2739757220,whoisISIS,whoisISIS,1,0,2,2,4,0,0
2272420088,Noorarahman,Noorarahman,1,3,1,4,4,0.8333333,0.093235193
313942370,playerz_rulz,playerz_rulz,1,4,0,4,4,0.6666667,0.117946208
2719965830,Akhtar01Akhtar,Akhtar01Akhtar,1,3,0,3,4,0.8333333,0.071663268
2815419046,news__follower1,news__follower1,1,4,0,4,4,0.41666666,0.09538073
2713084618,AbuYahya73,AbuYahya73,1,1,0,1,4,0,0.010908848
2394607737,AbuMuslim860,AbuMuslim860,1,4,1,5,4,0.8333333,0.103696894
780657446,ahmedayash3,ahmedayash3,1,1,0,1,4,0,0.010908848
2414928764,KalhuZakariya,KalhuZakariya,1,4,0,4,4,0.5,0.104061309
936240626,usamani1,usamani1,1,5,1,6,4,0.55,0.10746714
390685616,xsinnux,xsinnux,1,3,0,3,4,0.8333333,0.054762142
2160321668,MuslimAfghani,MuslimAfghani,1,2,0,2,4,0.5,0.044300441
2775934104,ihyaekhilafat1,ihyaekhilafat1,1,2,1,3,4,0.8333333,0.0598436
2796414154,LifeofMujahid1,LifeofMujahid1,1,7,5,12,4,0.44642857,0.168585976
2328716599,bolansang,bolansang,1,5,0,5,4,0.55,0.10746714
2604950900,Blackhawk21974,Blackhawk21974,1,3,0,3,4,0.8333333,0.093235193
2595349922,AbouHourayra2,AbouHourayra2,1,5,4,9,4,0.73333335,0.129765877
2343134834,BiladAlSham_Dhi,BiladAlSham_Dhi,1,6,5,11,4,0.73333335,0.178700628
2665047948,biqasim,biqasim,1,4,1,5,4,0.8333333,0.143527913
210757543,Jaynabzz,Jaynabzz,1,1,1,2,4,0,0.010908848
2265835528,a11112784,a11112784,1,2,0,2,4,1,0.021370549
2565531673,AzzamElbahry,AzzamElbahry,1,5,0,5,4,0.7,0.128407909
2801952808,aliceberguer,aliceberguer,1,3,0,3,4,0.16666667,0.048070688
2406443139,AhmedMdilshad,AhmedMdilshad,1,3,0,3,4,0.6666667,0.084554614
2830428372,AbuMuhMagr,AbuMuhMagr,1,2,0,2,4,0.5,0.044300441
2647124575,aljabeer07,aljabeer07,1,4,0,4,4,0.6666667,0.117946208
2356931285,Saifullah0123,Saifullah0123,1,2,1,3,4,1,0.021370549
1529003149,ADLFreeSyriaSA,ADLFreeSyriaSA,1,3,0,3,4,0.33333334,0.069011456
2724916048,EmadRoni,EmadRoni,1,4,0,4,4,0.8333333,0.103696894
1923312468,Muddathir5,Muddathir5,1,4,2,6,4,0.8333333,0.103696894
2769480687,AboeGhaza,AboeGhaza,1,3,0,3,4,0.8333333,0.093235193
2599152667,shahmohsin308,shahmohsin308,1,3,0,3,4,0.8333333,0.071663268
49638458,LoriBHinde,LoriBHinde,1,6,0,6,4,0.6,0.15775986
2799398041,Aubrngdss,Aubrngdss,1,5,0,5,4,0.45,0.105842431
2149641426,bu_hussain_hind,bu_hussain_hind,1,4,0,4,4,0.8333333,0.103696894
2445340009,Shaho_Rezai,Shaho_Rezai,1,1,0,1,4,0,0.010908848
2198204024,65ahi_ibrahim,65ahi_ibrahim,1,1,0,1,4,0,0.010908848
435646089,RubenBurgosxD,RubenBurgosxD,1,3,0,3,4,0.8333333,0.0703053
2824793751,AMombasi,AMombasi,1,5,0,5,4,0.7,0.128407909
736980782,Ayetullah12,Ayetullah12,1,5,0,5,4,0.35,0.083243403
2370989890,Jornie99,Jornie99,1,3,0,3,4,0.33333334,0.025140795
292483236,AbuEissaa7,AbuEissaa7,1,6,0,6,4,0.5,0.132178155
2392977619,IbnRandom,IbnRandom,1,2,0,2,4,1,0.021370549
608399764,ja3far45,ja3far45,1,2,2,4,4,0.5833333,0.021370549
2802086340,Polder_Mujahid,Polder_Mujahid,1,2,0,2,4,0.5,0.044300441
2726556107,getcluedon,getcluedon,1,1,0,1,4,0,0.010908848
2452287955,amir20008,amir20008,1,4,0,4,4,0.16666667,0.072781702
2611180139,JunudAlRahmn_EN,JunudAlRahmn_EN,1,0,1,1,4,0,0
403272315,hussnainali17,hussnainali17,1,4,0,4,4,0.5,0.119304176
2462937736,saraqeb1990,saraqeb1990,1,1,0,1,4,0,0.010908848
105411216,BilalKareem,BilalKareem,1,0,4,4,4,0.8333333,0
2321052450,J_Eielamiya,J_Eielamiya,1,0,2,2,4,0.5,0
2392101718,agim_murati,agim_murati,1,2,0,2,4,0.5,0.061201568
2601317388,Althalib212,Althalib212,1,2,0,2,4,0.5,0.044300441
2575660232,gaffurcabbar,gaffurcabbar,1,3,0,3,4,0.33333334,0.025140795
2783573216,abuzuba1r,abuzuba1r,1,5,0,5,4,0.85,0.153989613
2351920436,Sandzaki,Sandzaki,1,6,0,6,4,0.73333335,0.178700628
1376253259,Cheale41Heale,Cheale41Heale,1,3,0,3,4,0.8333333,0.0703053
612389773,miqbal178,miqbal178,1,6,0,6,4,0.5,0.139234024
64550326,amna1suki,amna1suki,1,4,0,4,4,0.8333333,0.103696894
2561963637,617172dbc52f46a,617172dbc52f46a,1,5,0,5,4,0.65,0.129765877
2718005052,abuturab001,abuturab001,1,3,1,4,4,0.6666667,0.094593161
2787735365,212Abu3boud,212Abu3boud,1,2,0,2,4,0.5,0.044300441
1081964588,ibnnasrabdullah,ibnnasrabdullah,1,1,0,1,4,0,0.010908848
736056330,nafeesibnum,nafeesibnum,1,5,0,5,4,0.7,0.128407909
